customer_no,timestamp,customer_no,location,before
mo1383,2019-09-02 20:54:00,mo1383,fruit,fruit
mo1383,2019-09-02 20:55:00,mo1383,checkout,fruit
mo1384,2019-09-02 20:53:00,mo1384,fruit,entrance
mo1384,2019-09-02 20:54:00,mo1384,fruit,fruit
mo1384,2019-09-02 20:55:00,mo1384,checkout,fruit
mo1385,2019-09-02 20:53:00,mo1385,fruit,entrance
mo1385,2019-09-02 20:54:00,mo1385,drinks,fruit
mo1385,2019-09-02 20:55:00,mo1385,fruit,drinks
mo1385,2019-09-02 20:56:00,mo1385,fruit,fruit
mo1385,2019-09-02 20:57:00,mo1385,fruit,fruit
mo1385,2019-09-02 20:58:00,mo1385,checkout,fruit
mo1386,2019-09-02 20:53:00,mo1386,dairy,entrance
mo1386,2019-09-02 20:54:00,mo1386,checkout,dairy
mo1387,2019-09-02 20:53:00,mo1387,drinks,entrance
mo1387,2019-09-02 20:54:00,mo1387,drinks,drinks
mo1387,2019-09-02 20:55:00,mo1387,fruit,drinks
mo1387,2019-09-02 20:56:00,mo1387,checkout,fruit
mo1388,2019-09-02 20:53:00,mo1388,fruit,entrance
mo1388,2019-09-02 20:54:00,mo1388,fruit,fruit
mo1388,2019-09-02 20:55:00,mo1388,fruit,fruit
mo1388,2019-09-02 20:56:00,mo1388,fruit,fruit
mo1388,2019-09-02 20:57:00,mo1388,fruit,fruit
mo1388,2019-09-02 20:58:00,mo1388,fruit,fruit
mo1388,2019-09-02 20:59:00,mo1388,fruit,fruit
mo1388,2019-09-02 21:00:00,mo1388,spices,fruit
mo1388,2019-09-02 21:01:00,mo1388,spices,spices
mo1388,2019-09-02 21:02:00,mo1388,spices,spices
mo1388,2019-09-02 21:03:00,mo1388,dairy,spices
mo1388,2019-09-02 21:04:00,mo1388,dairy,dairy
mo1388,2019-09-02 21:05:00,mo1388,dairy,dairy
mo1388,2019-09-02 21:06:00,mo1388,dairy,dairy
mo1388,2019-09-02 21:07:00,mo1388,checkout,dairy
mo1389,2019-09-02 20:53:00,mo1389,dairy,entrance
mo1389,2019-09-02 20:54:00,mo1389,spices,dairy
mo1389,2019-09-02 20:55:00,mo1389,spices,spices
mo1389,2019-09-02 20:56:00,mo1389,spices,spices
mo1389,2019-09-02 20:57:00,mo1389,fruit,spices
mo1389,2019-09-02 20:58:00,mo1389,fruit,fruit
mo1389,2019-09-02 20:59:00,mo1389,checkout,fruit
mo139,2019-09-02 08:22:00,mo139,dairy,entrance
mo139,2019-09-02 08:23:00,mo139,dairy,dairy
mo139,2019-09-02 08:24:00,mo139,dairy,dairy
mo139,2019-09-02 08:25:00,mo139,checkout,dairy
mo1390,2019-09-02 20:56:00,mo1390,fruit,entrance
mo1390,2019-09-02 20:57:00,mo1390,fruit,fruit
mo1390,2019-09-02 20:58:00,mo1390,fruit,fruit
mo1390,2019-09-02 20:59:00,mo1390,fruit,fruit
mo1390,2019-09-02 21:00:00,mo1390,drinks,fruit
mo1390,2019-09-02 21:01:00,mo1390,drinks,drinks
mo1390,2019-09-02 21:02:00,mo1390,checkout,drinks
mo1391,2019-09-02 20:57:00,mo1391,dairy,entrance
mo1391,2019-09-02 20:58:00,mo1391,drinks,dairy
mo1391,2019-09-02 20:59:00,mo1391,drinks,drinks
mo1391,2019-09-02 21:00:00,mo1391,drinks,drinks
mo1391,2019-09-02 21:01:00,mo1391,checkout,drinks
mo1392,2019-09-02 20:58:00,mo1392,fruit,entrance
mo1392,2019-09-02 20:59:00,mo1392,checkout,fruit
mo1393,2019-09-02 21:00:00,mo1393,drinks,entrance
mo1393,2019-09-02 21:01:00,mo1393,drinks,drinks
mo1393,2019-09-02 21:02:00,mo1393,drinks,drinks
mo1393,2019-09-02 21:03:00,mo1393,checkout,drinks
mo1394,2019-09-02 21:00:00,mo1394,fruit,entrance
mo1394,2019-09-02 21:01:00,mo1394,drinks,fruit
mo1394,2019-09-02 21:02:00,mo1394,drinks,drinks
mo1394,2019-09-02 21:03:00,mo1394,drinks,drinks
mo1394,2019-09-02 21:04:00,mo1394,drinks,drinks
mo1394,2019-09-02 21:05:00,mo1394,checkout,drinks
mo1395,2019-09-02 21:03:00,mo1395,fruit,entrance
mo1395,2019-09-02 21:04:00,mo1395,fruit,fruit
mo1395,2019-09-02 21:05:00,mo1395,fruit,fruit
mo1395,2019-09-02 21:06:00,mo1395,fruit,fruit
mo1395,2019-09-02 21:07:00,mo1395,fruit,fruit
mo1395,2019-09-02 21:08:00,mo1395,fruit,fruit
mo1395,2019-09-02 21:09:00,mo1395,checkout,fruit
mo1396,2019-09-02 21:03:00,mo1396,fruit,entrance
mo1396,2019-09-02 21:04:00,mo1396,spices,fruit
mo1396,2019-09-02 21:05:00,mo1396,spices,spices
mo1396,2019-09-02 21:06:00,mo1396,fruit,spices
mo1396,2019-09-02 21:07:00,mo1396,checkout,fruit
mo1397,2019-09-02 21:03:00,mo1397,drinks,entrance
mo1397,2019-09-02 21:04:00,mo1397,drinks,drinks
mo1397,2019-09-02 21:05:00,mo1397,drinks,drinks
mo1397,2019-09-02 21:06:00,mo1397,drinks,drinks
mo1397,2019-09-02 21:07:00,mo1397,checkout,drinks
mo1398,2019-09-02 21:03:00,mo1398,fruit,entrance
mo1398,2019-09-02 21:04:00,mo1398,fruit,fruit
mo1398,2019-09-02 21:05:00,mo1398,fruit,fruit
mo1398,2019-09-02 21:06:00,mo1398,fruit,fruit
mo1398,2019-09-02 21:07:00,mo1398,drinks,fruit
mo1398,2019-09-02 21:08:00,mo1398,drinks,drinks
mo1398,2019-09-02 21:09:00,mo1398,drinks,drinks
mo1398,2019-09-02 21:10:00,mo1398,drinks,drinks
mo1398,2019-09-02 21:11:00,mo1398,checkout,drinks
mo1399,2019-09-02 21:05:00,mo1399,dairy,entrance
mo1399,2019-09-02 21:06:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:07:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:08:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:09:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:10:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:11:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:12:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:13:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:14:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:15:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:16:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:17:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:18:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:19:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:20:00,mo1399,dairy,dairy
mo1399,2019-09-02 21:21:00,mo1399,checkout,dairy
mo14,2019-09-02 07:06:00,mo14,fruit,entrance
mo14,2019-09-02 07:07:00,mo14,fruit,fruit
mo14,2019-09-02 07:08:00,mo14,fruit,fruit
mo14,2019-09-02 07:09:00,mo14,checkout,fruit
mo140,2019-09-02 08:22:00,mo140,fruit,entrance
mo140,2019-09-02 08:23:00,mo140,fruit,fruit
mo140,2019-09-02 08:24:00,mo140,fruit,fruit
mo140,2019-09-02 08:25:00,mo140,checkout,fruit
mo1400,2019-09-02 21:05:00,mo1400,dairy,entrance
mo1400,2019-09-02 21:06:00,mo1400,dairy,dairy
mo1400,2019-09-02 21:07:00,mo1400,dairy,dairy
mo1400,2019-09-02 21:08:00,mo1400,dairy,dairy
mo1400,2019-09-02 21:09:00,mo1400,dairy,dairy
mo1400,2019-09-02 21:10:00,mo1400,drinks,dairy
mo1400,2019-09-02 21:11:00,mo1400,drinks,drinks
mo1400,2019-09-02 21:12:00,mo1400,checkout,drinks
mo1401,2019-09-02 21:05:00,mo1401,dairy,entrance
mo1401,2019-09-02 21:06:00,mo1401,dairy,dairy
mo1401,2019-09-02 21:07:00,mo1401,dairy,dairy
mo1401,2019-09-02 21:08:00,mo1401,dairy,dairy
mo1401,2019-09-02 21:09:00,mo1401,spices,dairy
mo1401,2019-09-02 21:10:00,mo1401,spices,spices
mo1401,2019-09-02 21:11:00,mo1401,checkout,spices
mo1402,2019-09-02 21:05:00,mo1402,fruit,entrance
mo1402,2019-09-02 21:06:00,mo1402,fruit,fruit
mo1402,2019-09-02 21:07:00,mo1402,fruit,fruit
mo1402,2019-09-02 21:08:00,mo1402,checkout,fruit
mo1403,2019-09-02 21:06:00,mo1403,dairy,entrance
mo1403,2019-09-02 21:07:00,mo1403,checkout,dairy
mo1404,2019-09-02 21:06:00,mo1404,dairy,entrance
mo1404,2019-09-02 21:07:00,mo1404,dairy,dairy
mo1404,2019-09-02 21:08:00,mo1404,dairy,dairy
mo1404,2019-09-02 21:09:00,mo1404,dairy,dairy
mo1404,2019-09-02 21:10:00,mo1404,dairy,dairy
mo1404,2019-09-02 21:11:00,mo1404,checkout,dairy
mo1405,2019-09-02 21:06:00,mo1405,dairy,entrance
mo1405,2019-09-02 21:07:00,mo1405,dairy,dairy
mo1405,2019-09-02 21:08:00,mo1405,dairy,dairy
mo1405,2019-09-02 21:09:00,mo1405,dairy,dairy
mo1405,2019-09-02 21:10:00,mo1405,dairy,dairy
mo1405,2019-09-02 21:11:00,mo1405,dairy,dairy
mo1405,2019-09-02 21:12:00,mo1405,dairy,dairy
mo1405,2019-09-02 21:13:00,mo1405,checkout,dairy
mo1406,2019-09-02 21:06:00,mo1406,spices,entrance
mo1406,2019-09-02 21:07:00,mo1406,spices,spices
mo1406,2019-09-02 21:08:00,mo1406,fruit,spices
mo1406,2019-09-02 21:09:00,mo1406,checkout,fruit
mo1407,2019-09-02 21:06:00,mo1407,fruit,entrance
mo1407,2019-09-02 21:07:00,mo1407,fruit,fruit
mo1407,2019-09-02 21:08:00,mo1407,fruit,fruit
mo1407,2019-09-02 21:09:00,mo1407,fruit,fruit
mo1407,2019-09-02 21:10:00,mo1407,fruit,fruit
mo1407,2019-09-02 21:11:00,mo1407,fruit,fruit
mo1407,2019-09-02 21:12:00,mo1407,fruit,fruit
mo1407,2019-09-02 21:13:00,mo1407,checkout,fruit
mo1408,2019-09-02 21:08:00,mo1408,fruit,entrance
mo1408,2019-09-02 21:09:00,mo1408,fruit,fruit
mo1408,2019-09-02 21:10:00,mo1408,fruit,fruit
mo1408,2019-09-02 21:11:00,mo1408,fruit,fruit
mo1408,2019-09-02 21:12:00,mo1408,fruit,fruit
mo1408,2019-09-02 21:13:00,mo1408,spices,fruit
mo1408,2019-09-02 21:14:00,mo1408,checkout,spices
mo1409,2019-09-02 21:10:00,mo1409,drinks,entrance
mo1409,2019-09-02 21:11:00,mo1409,drinks,drinks
mo1409,2019-09-02 21:12:00,mo1409,fruit,drinks
mo1409,2019-09-02 21:13:00,mo1409,checkout,fruit
mo141,2019-09-02 08:23:00,mo141,fruit,entrance
mo141,2019-09-02 08:24:00,mo141,fruit,fruit
mo141,2019-09-02 08:25:00,mo141,checkout,fruit
mo1410,2019-09-02 21:15:00,mo1410,drinks,entrance
mo1410,2019-09-02 21:16:00,mo1410,drinks,drinks
mo1410,2019-09-02 21:17:00,mo1410,fruit,drinks
mo1410,2019-09-02 21:18:00,mo1410,checkout,fruit
mo1411,2019-09-02 21:15:00,mo1411,fruit,entrance
mo1411,2019-09-02 21:16:00,mo1411,fruit,fruit
mo1411,2019-09-02 21:17:00,mo1411,checkout,fruit
mo1412,2019-09-02 21:15:00,mo1412,fruit,entrance
mo1412,2019-09-02 21:16:00,mo1412,checkout,fruit
mo1413,2019-09-02 21:15:00,mo1413,fruit,entrance
mo1413,2019-09-02 21:16:00,mo1413,fruit,fruit
mo1413,2019-09-02 21:17:00,mo1413,checkout,fruit
mo1414,2019-09-02 21:22:00,mo1414,dairy,entrance
mo1414,2019-09-02 21:23:00,mo1414,drinks,dairy
mo1414,2019-09-02 21:24:00,mo1414,drinks,drinks
mo1414,2019-09-02 21:25:00,mo1414,drinks,drinks
mo1414,2019-09-02 21:26:00,mo1414,drinks,drinks
mo1414,2019-09-02 21:27:00,mo1414,drinks,drinks
mo1414,2019-09-02 21:28:00,mo1414,checkout,drinks
mo1415,2019-09-02 21:22:00,mo1415,fruit,entrance
mo1415,2019-09-02 21:23:00,mo1415,checkout,fruit
mo1416,2019-09-02 21:25:00,mo1416,fruit,entrance
mo1416,2019-09-02 21:26:00,mo1416,drinks,fruit
mo1416,2019-09-02 21:27:00,mo1416,drinks,drinks
mo1416,2019-09-02 21:28:00,mo1416,drinks,drinks
mo1416,2019-09-02 21:29:00,mo1416,drinks,drinks
mo1416,2019-09-02 21:30:00,mo1416,drinks,drinks
mo1416,2019-09-02 21:31:00,mo1416,drinks,drinks
mo1416,2019-09-02 21:32:00,mo1416,drinks,drinks
mo1416,2019-09-02 21:33:00,mo1416,checkout,drinks
mo1417,2019-09-02 21:25:00,mo1417,spices,entrance
mo1417,2019-09-02 21:26:00,mo1417,fruit,spices
mo1417,2019-09-02 21:27:00,mo1417,fruit,fruit
mo1417,2019-09-02 21:28:00,mo1417,fruit,fruit
mo1417,2019-09-02 21:29:00,mo1417,fruit,fruit
mo1417,2019-09-02 21:30:00,mo1417,fruit,fruit
mo1417,2019-09-02 21:31:00,mo1417,fruit,fruit
mo1417,2019-09-02 21:32:00,mo1417,checkout,fruit
mo1418,2019-09-02 21:26:00,mo1418,drinks,entrance
mo1418,2019-09-02 21:27:00,mo1418,checkout,drinks
mo1419,2019-09-02 21:26:00,mo1419,fruit,entrance
mo1419,2019-09-02 21:27:00,mo1419,fruit,fruit
mo1419,2019-09-02 21:28:00,mo1419,drinks,fruit
mo1419,2019-09-02 21:29:00,mo1419,checkout,drinks
mo142,2019-09-02 08:23:00,mo142,dairy,entrance
mo142,2019-09-02 08:24:00,mo142,dairy,dairy
mo142,2019-09-02 08:25:00,mo142,dairy,dairy
mo142,2019-09-02 08:26:00,mo142,dairy,dairy
mo142,2019-09-02 08:27:00,mo142,dairy,dairy
mo142,2019-09-02 08:28:00,mo142,drinks,dairy
mo142,2019-09-02 08:29:00,mo142,drinks,drinks
mo142,2019-09-02 08:30:00,mo142,checkout,drinks
mo1420,2019-09-02 21:26:00,mo1420,spices,entrance
mo1420,2019-09-02 21:27:00,mo1420,spices,spices
mo1420,2019-09-02 21:28:00,mo1420,spices,spices
mo1420,2019-09-02 21:29:00,mo1420,spices,spices
mo1420,2019-09-02 21:30:00,mo1420,spices,spices
mo1420,2019-09-02 21:31:00,mo1420,checkout,spices
mo1421,2019-09-02 21:26:00,mo1421,spices,entrance
mo1421,2019-09-02 21:27:00,mo1421,drinks,spices
mo1421,2019-09-02 21:28:00,mo1421,drinks,drinks
mo1421,2019-09-02 21:29:00,mo1421,drinks,drinks
mo1421,2019-09-02 21:30:00,mo1421,drinks,drinks
mo1421,2019-09-02 21:31:00,mo1421,drinks,drinks
mo1421,2019-09-02 21:32:00,mo1421,checkout,drinks
mo1422,2019-09-02 21:26:00,mo1422,dairy,entrance
mo1422,2019-09-02 21:27:00,mo1422,drinks,dairy
mo1422,2019-09-02 21:28:00,mo1422,drinks,drinks
mo1422,2019-09-02 21:29:00,mo1422,drinks,drinks
mo1422,2019-09-02 21:30:00,mo1422,checkout,drinks
mo1423,2019-09-02 21:26:00,mo1423,dairy,entrance
mo1423,2019-09-02 21:27:00,mo1423,spices,dairy
mo1423,2019-09-02 21:28:00,mo1423,dairy,spices
mo1423,2019-09-02 21:29:00,mo1423,checkout,dairy
mo1424,2019-09-02 21:27:00,mo1424,dairy,entrance
mo1424,2019-09-02 21:28:00,mo1424,drinks,dairy
mo1424,2019-09-02 21:29:00,mo1424,drinks,drinks
mo1424,2019-09-02 21:30:00,mo1424,checkout,drinks
mo1425,2019-09-02 21:27:00,mo1425,drinks,entrance
mo1425,2019-09-02 21:28:00,mo1425,drinks,drinks
mo1425,2019-09-02 21:29:00,mo1425,drinks,drinks
mo1425,2019-09-02 21:30:00,mo1425,drinks,drinks
mo1425,2019-09-02 21:31:00,mo1425,drinks,drinks
mo1425,2019-09-02 21:32:00,mo1425,drinks,drinks
mo1425,2019-09-02 21:33:00,mo1425,checkout,drinks
mo1426,2019-09-02 21:30:00,mo1426,fruit,entrance
mo1426,2019-09-02 21:31:00,mo1426,drinks,fruit
mo1426,2019-09-02 21:32:00,mo1426,drinks,drinks
mo1426,2019-09-02 21:33:00,mo1426,drinks,drinks
mo1426,2019-09-02 21:34:00,mo1426,drinks,drinks
mo1426,2019-09-02 21:35:00,mo1426,drinks,drinks
mo1426,2019-09-02 21:36:00,mo1426,drinks,drinks
mo1426,2019-09-02 21:37:00,mo1426,checkout,drinks
mo1427,2019-09-02 21:32:00,mo1427,drinks,entrance
mo1427,2019-09-02 21:33:00,mo1427,checkout,drinks
mo1428,2019-09-02 21:32:00,mo1428,drinks,entrance
mo1428,2019-09-02 21:33:00,mo1428,drinks,drinks
mo1428,2019-09-02 21:34:00,mo1428,checkout,drinks
mo1429,2019-09-02 21:34:00,mo1429,drinks,entrance
mo1429,2019-09-02 21:35:00,mo1429,drinks,drinks
mo1429,2019-09-02 21:36:00,mo1429,checkout,drinks
mo143,2019-09-02 08:23:00,mo143,dairy,entrance
mo143,2019-09-02 08:24:00,mo143,dairy,dairy
mo143,2019-09-02 08:25:00,mo143,dairy,dairy
mo143,2019-09-02 08:26:00,mo143,drinks,dairy
mo143,2019-09-02 08:27:00,mo143,checkout,drinks
mo1430,2019-09-02 21:38:00,mo1430,fruit,entrance
mo1430,2019-09-02 21:39:00,mo1430,fruit,fruit
mo1430,2019-09-02 21:40:00,mo1430,fruit,fruit
mo1430,2019-09-02 21:41:00,mo1430,fruit,fruit
mo1430,2019-09-02 21:42:00,mo1430,dairy,fruit
mo1430,2019-09-02 21:43:00,mo1430,fruit,dairy
mo1430,2019-09-02 21:44:00,mo1430,fruit,fruit
mo1430,2019-09-02 21:45:00,mo1430,fruit,fruit
mo1430,2019-09-02 21:46:00,mo1430,fruit,fruit
mo1430,2019-09-02 21:47:00,mo1430,fruit,fruit
mo1430,2019-09-02 21:48:00,mo1430,dairy,fruit
mo1430,2019-09-02 21:49:00,mo1430,fruit,dairy
mo1431,2019-09-02 21:40:00,mo1431,fruit,fruit
mo1431,2019-09-02 21:41:00,mo1431,dairy,fruit
mo1431,2019-09-02 21:42:00,mo1431,dairy,dairy
mo1431,2019-09-02 21:43:00,mo1431,dairy,dairy
mo1431,2019-09-02 21:44:00,mo1431,dairy,dairy
mo1431,2019-09-02 21:45:00,mo1431,dairy,dairy
mo1431,2019-09-02 21:46:00,mo1431,dairy,dairy
mo1431,2019-09-02 21:47:00,mo1431,dairy,dairy
mo1431,2019-09-02 21:48:00,mo1431,checkout,dairy
mo1432,2019-09-02 21:40:00,mo1432,spices,entrance
mo1432,2019-09-02 21:41:00,mo1432,spices,spices
mo1432,2019-09-02 21:42:00,mo1432,spices,spices
mo1432,2019-09-02 21:43:00,mo1432,fruit,spices
mo1432,2019-09-02 21:44:00,mo1432,fruit,fruit
mo1432,2019-09-02 21:45:00,mo1432,fruit,fruit
mo1432,2019-09-02 21:46:00,mo1432,fruit,fruit
mo1432,2019-09-02 21:47:00,mo1432,checkout,fruit
mo1433,2019-09-02 21:40:00,mo1433,dairy,entrance
mo1433,2019-09-02 21:41:00,mo1433,dairy,dairy
mo1433,2019-09-02 21:42:00,mo1433,dairy,dairy
mo1433,2019-09-02 21:43:00,mo1433,dairy,dairy
mo1433,2019-09-02 21:44:00,mo1433,dairy,dairy
mo1433,2019-09-02 21:45:00,mo1433,dairy,dairy
mo1433,2019-09-02 21:46:00,mo1433,spices,dairy
mo1433,2019-09-02 21:47:00,mo1433,spices,spices
mo1433,2019-09-02 21:48:00,mo1433,drinks,spices
mo1433,2019-09-02 21:49:00,mo1433,fruit,drinks
mo1434,2019-09-02 21:41:00,mo1434,drinks,fruit
mo1434,2019-09-02 21:42:00,mo1434,fruit,drinks
mo1434,2019-09-02 21:43:00,mo1434,spices,fruit
mo1434,2019-09-02 21:44:00,mo1434,spices,spices
mo1434,2019-09-02 21:45:00,mo1434,spices,spices
mo1434,2019-09-02 21:46:00,mo1434,drinks,spices
mo1434,2019-09-02 21:47:00,mo1434,drinks,drinks
mo1434,2019-09-02 21:48:00,mo1434,checkout,drinks
mo1435,2019-09-02 21:43:00,mo1435,drinks,entrance
mo1435,2019-09-02 21:44:00,mo1435,checkout,drinks
mo1436,2019-09-02 21:43:00,mo1436,drinks,entrance
mo1436,2019-09-02 21:44:00,mo1436,drinks,drinks
mo1436,2019-09-02 21:45:00,mo1436,drinks,drinks
mo1436,2019-09-02 21:46:00,mo1436,checkout,drinks
mo1437,2019-09-02 21:43:00,mo1437,fruit,entrance
mo1437,2019-09-02 21:44:00,mo1437,spices,fruit
mo1437,2019-09-02 21:45:00,mo1437,spices,spices
mo1437,2019-09-02 21:46:00,mo1437,spices,spices
mo1437,2019-09-02 21:47:00,mo1437,dairy,spices
mo1438,2019-09-02 21:46:00,mo1438,spices,dairy
mo1438,2019-09-02 21:47:00,mo1438,checkout,spices
mo1439,2019-09-02 21:46:00,mo1439,fruit,entrance
mo144,2019-09-02 08:26:00,mo144,drinks,fruit
mo144,2019-09-02 08:27:00,mo144,drinks,drinks
mo144,2019-09-02 08:28:00,mo144,drinks,drinks
mo144,2019-09-02 08:29:00,mo144,drinks,drinks
mo144,2019-09-02 08:30:00,mo144,drinks,drinks
mo144,2019-09-02 08:31:00,mo144,spices,drinks
mo144,2019-09-02 08:32:00,mo144,spices,spices
mo144,2019-09-02 08:33:00,mo144,spices,spices
mo144,2019-09-02 08:34:00,mo144,spices,spices
mo144,2019-09-02 08:35:00,mo144,drinks,spices
mo144,2019-09-02 08:36:00,mo144,checkout,drinks
mo1440,2019-09-02 21:46:00,mo1440,drinks,entrance
mo1440,2019-09-02 21:47:00,mo1440,drinks,drinks
mo1440,2019-09-02 21:48:00,mo1440,drinks,drinks
mo1440,2019-09-02 21:49:00,mo1440,spices,drinks
mo1441,2019-09-02 21:47:00,mo1441,dairy,spices
mo1441,2019-09-02 21:48:00,mo1441,drinks,dairy
mo1441,2019-09-02 21:49:00,mo1441,spices,drinks
mo1442,2019-09-02 21:47:00,mo1442,fruit,spices
mo1442,2019-09-02 21:48:00,mo1442,fruit,fruit
mo1442,2019-09-02 21:49:00,mo1442,checkout,fruit
mo1443,2019-09-02 21:47:00,mo1443,fruit,entrance
mo1443,2019-09-02 21:48:00,mo1443,dairy,fruit
mo1444,2019-09-02 21:48:00,mo1444,spices,dairy
mo1444,2019-09-02 21:49:00,mo1444,checkout,spices
mo1445,2019-09-02 21:49:00,mo1445,dairy,entrance
mo1446,2019-09-02 21:50:00,mo1446,dairy,dairy
mo1447,2019-09-02 21:50:00,mo1447,fruit,dairy
mo145,2019-09-02 08:26:00,mo145,drinks,fruit
mo145,2019-09-02 08:27:00,mo145,checkout,drinks
mo146,2019-09-02 08:26:00,mo146,dairy,entrance
mo146,2019-09-02 08:27:00,mo146,dairy,dairy
mo146,2019-09-02 08:28:00,mo146,spices,dairy
mo146,2019-09-02 08:29:00,mo146,drinks,spices
mo146,2019-09-02 08:30:00,mo146,drinks,drinks
mo146,2019-09-02 08:31:00,mo146,spices,drinks
mo146,2019-09-02 08:32:00,mo146,spices,spices
mo146,2019-09-02 08:33:00,mo146,checkout,spices
mo147,2019-09-02 08:28:00,mo147,dairy,entrance
mo147,2019-09-02 08:29:00,mo147,dairy,dairy
mo147,2019-09-02 08:30:00,mo147,fruit,dairy
mo147,2019-09-02 08:31:00,mo147,spices,fruit
mo147,2019-09-02 08:32:00,mo147,fruit,spices
mo147,2019-09-02 08:33:00,mo147,fruit,fruit
mo147,2019-09-02 08:34:00,mo147,drinks,fruit
mo147,2019-09-02 08:35:00,mo147,drinks,drinks
mo147,2019-09-02 08:36:00,mo147,drinks,drinks
mo147,2019-09-02 08:37:00,mo147,drinks,drinks
mo147,2019-09-02 08:38:00,mo147,checkout,drinks
mo148,2019-09-02 08:28:00,mo148,spices,entrance
mo148,2019-09-02 08:29:00,mo148,spices,spices
mo148,2019-09-02 08:30:00,mo148,checkout,spices
mo149,2019-09-02 08:28:00,mo149,spices,entrance
mo149,2019-09-02 08:29:00,mo149,fruit,spices
mo149,2019-09-02 08:30:00,mo149,fruit,fruit
mo149,2019-09-02 08:31:00,mo149,fruit,fruit
mo149,2019-09-02 08:32:00,mo149,checkout,fruit
mo15,2019-09-02 07:07:00,mo15,spices,entrance
mo15,2019-09-02 07:08:00,mo15,fruit,spices
mo15,2019-09-02 07:09:00,mo15,fruit,fruit
mo15,2019-09-02 07:10:00,mo15,fruit,fruit
mo15,2019-09-02 07:11:00,mo15,fruit,fruit
mo15,2019-09-02 07:12:00,mo15,checkout,fruit
mo150,2019-09-02 08:29:00,mo150,dairy,entrance
mo150,2019-09-02 08:30:00,mo150,dairy,dairy
mo150,2019-09-02 08:31:00,mo150,dairy,dairy
mo150,2019-09-02 08:32:00,mo150,dairy,dairy
mo150,2019-09-02 08:33:00,mo150,dairy,dairy
mo150,2019-09-02 08:34:00,mo150,drinks,dairy
mo150,2019-09-02 08:35:00,mo150,checkout,drinks
mo151,2019-09-02 08:29:00,mo151,dairy,entrance
mo151,2019-09-02 08:30:00,mo151,dairy,dairy
mo151,2019-09-02 08:31:00,mo151,dairy,dairy
mo151,2019-09-02 08:32:00,mo151,dairy,dairy
mo151,2019-09-02 08:33:00,mo151,dairy,dairy
mo151,2019-09-02 08:34:00,mo151,fruit,dairy
mo151,2019-09-02 08:35:00,mo151,fruit,fruit
mo151,2019-09-02 08:36:00,mo151,fruit,fruit
mo151,2019-09-02 08:37:00,mo151,fruit,fruit
mo151,2019-09-02 08:38:00,mo151,fruit,fruit
mo151,2019-09-02 08:39:00,mo151,checkout,fruit
mo152,2019-09-02 08:31:00,mo152,fruit,entrance
mo152,2019-09-02 08:32:00,mo152,fruit,fruit
mo152,2019-09-02 08:33:00,mo152,checkout,fruit
mo153,2019-09-02 08:31:00,mo153,dairy,entrance
mo153,2019-09-02 08:32:00,mo153,dairy,dairy
mo153,2019-09-02 08:33:00,mo153,checkout,dairy
mo154,2019-09-02 08:31:00,mo154,dairy,entrance
mo154,2019-09-02 08:32:00,mo154,dairy,dairy
mo154,2019-09-02 08:33:00,mo154,spices,dairy
mo154,2019-09-02 08:34:00,mo154,spices,spices
mo154,2019-09-02 08:35:00,mo154,spices,spices
mo154,2019-09-02 08:36:00,mo154,drinks,spices
mo154,2019-09-02 08:37:00,mo154,drinks,drinks
mo154,2019-09-02 08:38:00,mo154,fruit,drinks
mo154,2019-09-02 08:39:00,mo154,fruit,fruit
mo154,2019-09-02 08:40:00,mo154,fruit,fruit
mo154,2019-09-02 08:41:00,mo154,drinks,fruit
mo154,2019-09-02 08:42:00,mo154,drinks,drinks
mo154,2019-09-02 08:43:00,mo154,fruit,drinks
mo154,2019-09-02 08:44:00,mo154,spices,fruit
mo154,2019-09-02 08:45:00,mo154,spices,spices
mo154,2019-09-02 08:46:00,mo154,dairy,spices
mo154,2019-09-02 08:47:00,mo154,dairy,dairy
mo154,2019-09-02 08:48:00,mo154,dairy,dairy
mo154,2019-09-02 08:49:00,mo154,dairy,dairy
mo154,2019-09-02 08:50:00,mo154,dairy,dairy
mo154,2019-09-02 08:51:00,mo154,dairy,dairy
mo154,2019-09-02 08:52:00,mo154,dairy,dairy
mo154,2019-09-02 08:53:00,mo154,checkout,dairy
mo155,2019-09-02 08:31:00,mo155,drinks,entrance
mo155,2019-09-02 08:32:00,mo155,checkout,drinks
mo156,2019-09-02 08:32:00,mo156,fruit,entrance
mo156,2019-09-02 08:33:00,mo156,checkout,fruit
mo157,2019-09-02 08:32:00,mo157,spices,entrance
mo157,2019-09-02 08:33:00,mo157,spices,spices
